site,campus,site_name_old,site_name_for_figures,latitude_originalfromVRG,longitude_originalfromVRG,latitude,longitude,site_campus_unique_ID,latitude_old,longitude_old,mpa_group,mpa_type,site_status,secondary_mpa,secondary_status,MLPA_longterm_in_proposal,STATE,mlpa_region,LongTermRegion,analysis_region_2,subregion,MXSRVYDPT_,YEAR_MPA,MPAAreaNM2,MPAShoreNM,CDIP_MOP,time_series_category,NOTES,survey_1999,survey_2000,survey_2001,survey_2002,survey_2003,survey_2004,survey_2005,survey_2006,survey_2007,survey_2008,survey_2009,survey_2010,survey_2011,survey_2012,survey_2013,survey_2014,survey_2015,survey_2016,survey_2017,survey_2018,survey_2019,survey_2020,survey_2021,survey_2022,survey_2023,SurveyYears
ANACAPA_MIDDLE_ISLE_W,UCSB,,AI - Middle Isle W,,,34.007833,-119.394467,ANACAPA_MIDDLE_ISLE_W UCSB,,,Anacapa Island SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,9.8,2003,11.7,3.3,,1,,,,"f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,z","f,c,s, ,","f,c,s,u,z","f,c,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",23
ANACAPA_ADMIRALS_W,UCSB,,AI - Admirals W,,,34.00775,-119.434383,ANACAPA_ADMIRALS_W UCSB,,,Anacapa Island SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,17.1,0,8.1,2.2,,,,,,,,,,"f, , , ,","f, , , ,","f,c,s,u,","f,c, , ,","f, ,s,u,",,,,,,,,,,,,,,,5
LITTLE_DUME_W,VRG,Little Dume West,Little Dume W,34.00654,-118.79097,34.00654,-118.79097,LITTLE_DUME_W VRG,,,Point Dume SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,Pt Dume,13.7,2012,0,0,L1024,,,,,,,,,,,"f,c,s,u,z","f,c,s,u,z",,,,,,,,,,,"f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",7
LITTLE_DUME_W,UCSB,LITTLE_DUME,Little Dume W,,,34.00654,-118.79097,LITTLE_DUME_W UCSB,34.004917,-118.789117,Point Dume SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,Pt Dume,13.7,2012,0,0,L1024,,ETS-Not in GIS site file,,,,,,,,,,,,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s, ,",,,,,,,,,,,4
ANACAPA_EAST_FISH_CAMP_E,UCSB,,AI - East Fish Camp E,,,34.0045,-119.385783,ANACAPA_EAST_FISH_CAMP_E UCSB,,,Anacapa Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,17.1,0,11.7,3.3,,,,,,,,,,"f, , , ,","f, , , ,","f, ,s,u,","f, ,s,u,","f, ,s,u,",,,,,,,,,,,,"f,c,s,u,","f, ,s,u,","f, ,s,u,",8
Paradise Point,RCCA,Paradise Point/Little Dume,Paradise Point/Little Dume,,,34.0041,-118.793,Paradise Point RCCA,,,Point Dume SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ANACAPA_ADMIRALS_E,UCSB,,AI - Admirals E,,,34.003433,-119.418,ANACAPA_ADMIRALS_E UCSB,,,Anacapa Island SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,15.9,0,8.1,2.2,,,,"f,c,s,u,",,,,,"f, , , ,","f,c, , ,","f, , , ,","f,c,s,u,","f,c, , ,","f,c,s,u,",,,,,,,,,,,,,,,7
ANACAPA_EAST_FISH_CAMP_W,UCSB,,AI - East Fish Camp W,,,34.003083,-119.404167,ANACAPA_EAST_FISH_CAMP_W UCSB,,,Anacapa Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,14.3,0,11.7,3.3,,,,,,,,,,"f, , , ,","f, , , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,,,,,,,,,,,"f,c,s,u,","f,c,s,u,","f, ,s,u,",8
ANACAPA_ADMIRALS_CEN,UCSB,,AI - Admirals CEN,,,34.002883,-119.4252,ANACAPA_ADMIRALS_CEN UCSB,,,Anacapa Island SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,17.7,0,8.1,2.2,,,,"f,c, , ,",,,,,"f, , , ,","f,c, , ,","f, , , ,","f,c,s,u,","f,c, , ,","f,c,s,u,",,,,,,,,,,,,,,,7
ANACAPA_EAST_FISH_CAMP_CEN,UCSB,,AI - East Fish Camp CEN,,,34.001583,-119.398067,ANACAPA_EAST_FISH_CAMP_CEN UCSB,,,Anacapa Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,ANA,18.3,0,11.7,3.3,,,,,,,,,,"f, , , ,","f, , , ,","f,c,s,u,","f, ,s,u,","f,c,s,u,",,,,,,,,,,,,"f,c,s,u,","f, ,s,u,","f, ,s,u,",8
SCI_YELLOWBANKS_E,UCSB,,SCI - Yellowbanks E,,,34.000433,-119.545933,SCI_YELLOWBANKS_E UCSB,,,N/A,N/A,N/A,,,NO,CALIFORNIA,SOUTH,South Coast,#N/A,SCI,11.6,0,10.3,3.3,,,,,,"f,c,s,u,","f,c,s,u,",,,,,,,,,,,,,,,,,,,,,,2
POINT_DUME,VRG,Point Dume,Point Dume,33.99884,-118.80659,33.99884,-118.80659,POINT_DUME VRG,,,Point Dume SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,Pt Dume,12.2,2012,0,0,L1039,,,,,,,,,,,"f, ,s,u,z","f, ,s,u,",,,,,,,,,,,"f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z",7
Point Dume,RCCA,,Point Dume,,,33.99884,-118.80659,Point Dume RCCA,,,Point Dume SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
POINT_DUME,UCSB,POINT_DUME_CEN,Point Dume,,,33.99884,-118.80659,POINT_DUME UCSB,33.998533,-118.805633,Point Dume SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,Pt Dume,12.2,2012,0,0,L1039,,,,,,,,,,,,,,"f,c,s,u,","f, ,s,u,","f, ,s,u,","f,c,s, ,",,,,,,,,,,,4
Yellowbanks,RCCA,,Yellowbanks,,,33.998798,-119.550499,Yellowbanks RCCA,,,N/A,N/A,N/A,,,,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sandstone Pt.,RCCA,,Sandstone Pt.,,,33.990665,-119.554398,Sandstone Pt. RCCA,,,,,,,,,CALIFORNIA,SOUTH,South Coast,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SCI_YELLOWBANKS_W,UCSB,,SCI - Yellowbanks W,,,33.9893,-119.564933,SCI_YELLOWBANKS_W UCSB,,,N/A,N/A,N/A,,,YES,CALIFORNIA,SOUTH,South Coast,#N/A,SCI,19.2,0,10.3,3.3,,1,,,,",c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z",,"f,c,s,u,","f, ,s,u,","f,c, , ,","f,c, , ,","f, ,s,u,","f,c,s,u,",,"f,c,s,u,","f, ,s,u,","f,c, , ,",21
SCI_YELLOWBANKS_CEN,UCSB,,SCI - Yellowbanks CEN,,,33.988533,-119.546983,SCI_YELLOWBANKS_CEN UCSB,,,N/A,N/A,N/A,,,YES,CALIFORNIA,SOUTH,South Coast,#N/A,SCI,19.5,0,10.3,3.3,,1,,,,"f,c,s,u,",,"f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,z",,"f, ,s,u,z","f, ,s,u,z","f,c, , ,","f,c, , ,","f, ,s,u,","f, ,s,u,",,"f, ,s,u,","f, ,s,u,","f, , , ,",20
SRI_MONACOS_W,UCSB,,SRI - Monacos W,,,33.987967,-120.0117,SRI_MONACOS_W UCSB,,,Carrington Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,18.6,0,13.3,5.3,,,,,,,,,,,,"f,c, , ,","f, , , ,",,,,,,,,,,,,,,,,2
SRI_MONACOS_E,UCSB,,SRI - Monacos E,,,33.983667,-120.010083,SRI_MONACOS_E UCSB,,,Carrington Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,17.1,0,13.3,5.3,,,,,,,,,"f, , , ,",,,"f,c, , ,","f, , , ,",,,,,,,,,,,,,,,,3
SCI_VALLEY_CEN,UCSB,,SCI - Valley CEN,,,33.983617,-119.6384,SCI_VALLEY_CEN UCSB,,,N/A,N/A,N/A,,,YES,CALIFORNIA,SOUTH,South Coast,#N/A,SCI,13.7,0,10.3,3.3,,1,,,,,,,"f,c,s,u,","f,c,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f, ,s,u,z",,"f, ,s,u,","f,c,s,u,z","f,c, , ,","f,c, , ,","f, ,s,u,","f, ,s,u,","f,c,s,u,",,,"f,c,s,u,",17
SCI_VALLEY_E,UCSB,,SCI - Valley E,,,33.98355,-119.620317,SCI_VALLEY_E UCSB,,,N/A,N/A,N/A,,,YES,CALIFORNIA,SOUTH,South Coast,#N/A,SCI,15.9,0,10.3,3.3,,1,,,,,,,"f,c,s,u,","f,c,s,u,z","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z",,"f, ,s,u,","f,c,s,u,","f, , , ,","f,c, , ,","f, ,s,u,","f, ,s,u,","f, ,s,u,",,"f, , , ,","f, ,s,u,",18
SCI_VALLEY_W,UCSB,,SCI - Valley W,,,33.9817,-119.6637,SCI_VALLEY_W UCSB,,,N/A,N/A,N/A,,,YES,CALIFORNIA,SOUTH,South Coast,#N/A,SCI,12.5,0,10.3,3.3,,1,,,,,,,"f,c,s,u,","f,c,s,u,z","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,",,"f, ,s,u,","f, ,s,u,","f,c, , ,","f,c, , ,","f, ,s,u,","f, ,s,u,z","f,c,s,u,z",,"f, , , ,","f, ,s,u,",18
SRI_BEE_ROCK_W,UCSB,,SRI - Bee Rock W,,,33.9539,-120.2119,SRI_BEE_ROCK_W UCSB,,,South Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,21,0,13.3,5.3,,,,,,,,", ,s, ,",,,,"f, , , ,","f,c, , ,","f,c, , ,",,,,,,,,,,,,,,,4
Elk Ridge,RCCA,,Elk Ridge,,,33.9533,-119.969,Elk Ridge RCCA,,,Skunk Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SCI_GULL_ISLE_W,UCSB,,SCI - Gull Isle W,,,33.948167,-119.82795,SCI_GULL_ISLE_W UCSB,,,Gull Island SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,20.7,2003,10.3,3.3,,1,,,,,,"f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,"f,c,s,u,","f,c,s,u,","f, , , ,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,z","f,c,s,u,","f,c,s,u,","f,c,s,u,",20
SRI_BEE_ROCK_E,UCSB,,SRI - Bee Rock E,,,33.9478,-120.21055,SRI_BEE_ROCK_E UCSB,,,South Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,19.8,0,13.3,5.3,,,,,,,,,"f, , , ,",,,"f,c, , ,","f,c, , ,","f,c, , ,",,,,,,,,,,,,,,,4
SRI_FORD_POINT,UCSB,SRI_FORD_POINT_CEN,SRI - Ford Point,,,33.9478,-120.210429,SRI_FORD_POINT UCSB,,,South Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,15.2,0,13.3,5.3,,,,,,,,,,,,"f,c, , ,",,,,,,,,,,,,,,,,,1
SCI_GULL_ISLE_E,UCSB,,SCI - Gull Isle E,,,33.946467,-119.823183,SCI_GULL_ISLE_E UCSB,,,Gull Island SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SCI,21.3,2003,10.3,3.3,,1,,,,,,"f, , , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,"f,c,s,u,","f,c,s,u,","f, , , ,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",20
East Point,RCCA,,East Point,,,33.944,-119.965,East Point RCCA,,,Skunk Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SRI_CLUSTER_POINT_N,UCSB,,SRI - Cluster Point N,,,33.931667,-120.197417,SRI_CLUSTER_POINT_N UCSB,,,South Point SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,22.6,0,13.3,5.3,,1,,,,,,,,"f,c, , ,","f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,",,,17
SRI_CLUSTER_POINT_S,UCSB,,SRI - Cluster Point S,,,33.923833,-120.192,SRI_CLUSTER_POINT_S UCSB,,,South Point SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,20.4,0,13.3,5.3,,1,,,,,,", ,s, ,","f, , , ,","f,c, , ,","f,c, , ,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,",,"f, ,s,u,",20
SRI_TRANCION_CANYON_W,UCSB,,SRI - Trancion Canyon W,,,33.91035,-120.159117,SRI_TRANCION_CANYON_W UCSB,,,South Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,18.3,2003,13.3,5.3,,,,,,,,,,"f,c, , ,","f, , , ,","f,c,s,u,","f,c, , ,","f,c,s,u,",,,,"f,c, , ,",,,,,,,,,,,6
SRI_TRANCION_CANYON_E,UCSB,,SRI - Trancion Canyon E,,,33.90725,-120.153,SRI_TRANCION_CANYON_E UCSB,,,South Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,18,2003,13.3,5.3,,,,,,,,,,"f,c, , ,","f,c, , ,","f,c,s,u,","f,c, , ,","f,c,s,u,",,,,"f,c, , ,",,,,,,,,,,,6
SRI_JOLLA_VIEJA_E,UCSB,,SRI - Jolla Vieja E,,,33.906833,-120.06745,SRI_JOLLA_VIEJA_E UCSB,,,South Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,16.8,0,13.3,5.3,,,,,,,,,"f, , , ,",,,"f,c, , ,","f,c, , ,","f,c, , ,",,,,,,,,,,,,,,,4
SRI_JOLLA_VIEJA_W,UCSB,,SRI - Jolla Vieja W,,,33.90635,-120.0697,SRI_JOLLA_VIEJA_W UCSB,,,South Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,16.2,0,13.3,5.3,,,,,,,,,"f, , , ,",,,"f,c, , ,","f,c, , ,","f,c, , ,",,,,,,,,,,,,,,,4
SRI_JOHNSONS_LEE_NORTH_E,UCSB,,SRI - Johnsons Lee North E,,,33.90295,-120.099167,SRI_JOHNSONS_LEE_NORTH_E UCSB,,,South Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,19.5,0,13.3,5.3,,,,,,,,,,"f, ,s,u,","f, , , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,,,"f,c, , ,",,,,,,,,,,,6
Johnsons Lee,RCCA,Johnson's Lee,Johnson's Lee,,,33.9016,-120.103,Johnsons Lee RCCA,,,South Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SRI_CHICKASAW_W,UCSB,,SRI - Chickasaw W,,,33.901117,-120.13975,SRI_CHICKASAW_W UCSB,,,South Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,17.1,2003,13.3,5.3,,,,,,,,,"f, , , ,","f, ,s,u,","f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,,,"f,c, , ,",,,,,,,,,,,7
SRI_JOHNSONS_LEE_NORTH_W,UCSB,,SRI - Johnsons Lee North W,,,33.9009,-120.09915,SRI_JOHNSONS_LEE_NORTH_W UCSB,,,South Point SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,18.3,0,13.3,5.3,,,,,,,,,,"f, ,s,u,","f, , , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,,,"f,c, , ,",,,,,,,,,,,6
SRI_CHICKASAW_E,UCSB,,SRI - Chickasaw E,,,33.900167,-120.136367,SRI_CHICKASAW_E UCSB,,,South Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,16.8,2003,13.3,5.3,,,,,,,,,"f, , , ,","f, ,s,u,","f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,",,,,"f,c, , ,",,,,,,,,,,,7
SRI_JOHNSONS_LEE_SOUTH_E,UCSB,,SRI - Johnsons Lee South E,,,33.897433,-120.100383,SRI_JOHNSONS_LEE_SOUTH_E UCSB,,,South Point SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,16.8,0,13.3,5.3,,1,,,,,,,,"f,c, , ,","f, , , ,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c, , ,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,","f, ,s,u,z","f, ,s,u,","f, ,s,u,","f, ,s,u,",19
SRI_JOHNSONS_LEE_SOUTH_W,UCSB,,SRI - Johnsons Lee South W,,,33.895133,-120.104317,SRI_JOHNSONS_LEE_SOUTH_W UCSB,,,South Point SMR,SMR,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,19.2,0,13.3,5.3,,1,,,,,,,"f, , , ,","f,c, , ,","f, , , ,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f,c,s,u,","f,c,s,u,z","f, ,s,u,","f,c, , ,","f,c,s,u,z","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,","f,c,s,u,","f, ,s,u,","f, ,s,u,",20
South Point,RCCA,,South Point,,,33.895,-120.125,South Point RCCA,,,South Point SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SRI_SOUTH_POINT_W,UCSB,,SRI - South Point W,,,33.894167,-120.124883,SRI_SOUTH_POINT_W UCSB,,,South Point SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,18.3,2003,13.3,5.3,,1,,,,,,"f,c,s, ,",,"f,c, , ,","f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,","f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",20
SRI_SOUTH_POINT_E,UCSB,,SRI - South Point E,,,33.891567,-120.1192,SRI_SOUTH_POINT_E UCSB,,,South Point SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Northern Channel Islands,SRI,18.3,2003,13.3,5.3,,1,,,,,,"f,c,s, ,z",,"f,c, , ,","f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c, , ,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,","f,c,s,u,",20
Malaga Cove,RCCA,,Malaga Cove,,,33.8037,-118.398,Malaga Cove RCCA,,,Point Vicente SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FLAT_ROCK_N,VRG,Flat Rock North,Flat Rock N,33.80147,-118.40779,33.80132468,-118.4074269,FLAT_ROCK_N VRG,,,Point Vicente SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files - this site only has data form 2008,,,,,,,,,"f,c,s,u,z","f,c,s,u,",,,,,,,"f, ,s,u,z","f,c,s,u,z","f, ,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z",11
RIDGES_N,VRG,Ridges North,Ridges N,33.78924,-118.42214,33.78848,-118.42323,RIDGES_N VRG,,,Point Vicente SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,1,,,,,,,,,,"f, ,s,u,z",,"f,c,s,u,","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",16
RIDGES_S,VRG,Ridges South,Ridges S,33.78631,-118.42641,33.78574831,-118.4258496,RIDGES_S VRG,,,Point Vicente SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,,,,"f,c,s,u,","f,c,s,u,z",,,,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",14
ROCKY_POINT_N,VRG,Rocky Point North,Rocky Point N,33.78093,-118.42999,33.78093,-118.42999,ROCKY_POINT_N VRG,,,Point Vicente SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,1,,,,,,,"f, ,s,u,z",,,"f,c,s,u,z","f,c,s,u,","f,c,s,u,z",,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",17
ROCKY_POINT_S,VRG,Rocky Point South,Rocky Point S,33.77638,-118.4316,33.77601668,-118.4323053,ROCKY_POINT_S VRG,,,Point Vicente SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,,,,"f,c,s,u,",,,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",15
LUNADA_BAY,VRG,Lunada Bay,Lunada Bay,33.7718,-118.4303,33.77105924,-118.4310422,Lunada Bay VRG,,,Point Vicente SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,,,,,,,,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",,"f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",12
RESORT_POINT,VRG,Resort Point,Resort Point,33.76701,-118.42707,33.76647796,-118.4274621,Resort Point VRG,,,Point Vicente SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,,,,,"f,c,s,u,z",,,"f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",14
Christmas Tree Cove,RCCA,,Christmas Tree Cove,,,33.7604,-118.421,Christmas Tree Cove RCCA,,,Point Vicente SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
UNDERWATER_ARCH,VRG,Underwater Arch,Underwater Arch,33.75144,-118.41655,33.75146441,-118.4171149,Underwater Arch VRG,,,Point Vicente SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,,,,,,,"f,c,s,u,z",,"f,c,s,u,z","f,c,s,u,z",,"f, ,s,u,z","f, ,s,u,z","f,c,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z",12
HAWTHORNE_REEF,VRG,Hawthorne Reef,Hawthorne Reef,33.74662,-118.41657,33.7470318,-118.4178193,HAWTHORNE_REEF VRG,,,Point Vicente SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,3,ETS-Location changed based on mapping,,,,,,,,,"f,c, , ,",,"f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",16
